Supplier Type,Supplier Name,Vlookup1,Vlookup2,DGS Certification,Supplier ID,Supplier #,PO ID,PO #,PO Date,Ln-Sch-Dst,Line Descr,NIGP,O/I,Category,Goods (Amt),Services (Amt),Construction (Amt),IT (Amt),
,JW STEEL-WTHD,,,LRG,56922,0,2000026934,0,8/1/23,01 01 01,Trash can lids per supplier drawing: 14g,57800,,GOODS,-$761.25,$0.00,$0.00,$0.00,
,NATIONAL SPORTS APPAREL L,,,LRG,55368,0,2000025316,0,12/22/22,03 01 01,AD500 Adidas Dri-Line Mock T Raglan Crop,57800,,GOODS,-$752.89,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026448,1,5/31/23,01 01 01,Graduation Audio support,96200,,GOODS,-$750.00,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000024376,0,8/15/22,02 01 01,CUSTOMWRKTL - Wrktl - Cstm BASIC: 7018 P,28700,,GOODS,-$724.32,$0.00,$0.00,$0.00,
,LAGUNA TOOLS INC,,,LRG,53300,0,2000026953,0,8/10/23,03 01 01,ACNC Creator Stand,54500,,GOODS,-$691.76,$0.00,$0.00,$0.00,
,B&H PHOTO & VIDEO,,,LRG,976,0,2000028038,0,1/31/24,06 01 01,Tax,28545,,GOODS,-$643.03,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026100,0,8/31/23,05 01 01,Hovercam Solo 8 Plus,88000,,GOODS,-$628.55,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,14 01 01,"Da-Lite 6"" Extension wall brackets",88000,,GOODS,-$625.38,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,45 01 01,ME-33 Boundary Microphone,88000,,GOODS,-$618.08,$0.00,$0.00,$0.00,
,LAGUNA TOOLS INC,,,LRG,53300,0,2000026953,0,8/10/23,01 01 01,CNC Machine,54500,,GOODS,-$616.18,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000026245,0,5/10/23,02 01 01,Facilities - Recharge - Uniform for Staf,57800,,GOODS,-$607.44,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000026245,0,5/10/23,02 01 01,Facilities - Recharge - Uniform for Staf,57800,,GOODS,-$607.44,$0.00,$0.00,$0.00,
OSB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,1,2000025490,1,2/2/23,04 01 01,"Embroidered Patches 1.5""x15."" - Embroide",57800,,GOODS,-$603.28,$0.00,$0.00,$0.00,
MB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000025490,0,2/2/23,04 01 01,"Embroidered Patches 1.5""x15."" - Embroide",57800,,GOODS,-$603.28,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,1,2000019680,1,1/28/20,01 01 01,Furniture,42500,,GOODS,-$601.38,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,0,11/14/23,05 01 01,Clamp Power strip,88000,,GOODS,-$590.76,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,11 01 01,RBB36QTAK,49000,,GOODS,-$583.20,$0.00,$0.00,$0.00,
,ELECTRO RENT CORPORATION,,,LRG,43542,0,2000026111,0,4/24/23,02 01 01,KT-EDU33212A-Waveform generator 20 MHz 2,28500,,GOODS,-$578.90,$0.00,$0.00,$0.00,
,VENTANA GRILL,,,LRG,44256,0,2000027934,0,1/19/24,01 01 01,Hosting for Statistics End of Year Banqu,37500,,GOODS,-$549.95,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,52 01 01,line not used,88000,,GOODS,-$547.32,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026100,0,8/31/23,40 01 01,Jbl Pro CONTROL 28-1-WH,88000,,GOODS,-$547.32,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,0,11/14/23,40 01 01,RJ45-CBL,88000,,GOODS,-$546.62,$0.00,$0.00,$0.00,
CAL,MCKESSON MEDICAL-SURGICAL,,,LRG,726,0,2000026231,1,5/11/23,04 01 01,Cassettes Test Cholestec Ldx Lipid Profi,47500,,GOODS,-$546.48,$0.00,$0.00,$0.00,
,RAWLINGS SPORTING GOODS,,,LRG,4639,0,2000026867,0,7/26/23,01 01 01,Baseballs FSR1 NCAA-BW,57800,,GOODS,-$527.83,$0.00,$0.00,$0.00,
,VALMETAL TULARE INC,,,LRG,55767,0,2000028318,0,3/7/24,02 01 01,20-40-301 Float and Frame Assy Float DD,7000,,GOODS,-$527.44,$0.00,$0.00,$0.00,
,"LAWRENCE TRACTOR CO., INC",,,LRG,57047,0,2000028015,0,1/24/24,01 01 01,2023 JD 3038 Compact Utility Tractor and,7000,,GOODS,-$523.50,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,40 01 01,5' Extension cord power strip,88000,,GOODS,-$521.46,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000017462,1,1/15/19,01 01 01,Screen Printing and Embroidery needs for,20000,,GOODS,-$514.27,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000017462,0,1/15/19,01 01 01,Screen Printing and Embroidery needs for,20000,,GOODS,-$514.27,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000024498,1,9/7/22,01 01 01,AV Equipment for 53-115,88000,,GOODS,-$502.28,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,04 01 01,RBB60QTAK,49000,,GOODS,-$500.49,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026100,0,8/31/23,08 01 01,FSR SW-321STK-1P1D15-SLT,88000,,GOODS,-$491.71,$0.00,$0.00,$0.00,
,M-F ATHLETIC CO INC,,,LRG,53111,0,2000021401,0,4/21/21,07 01 01,PB Extreme Triton Sled,57800,,GOODS,-$491.21,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,0,11/14/23,01 01 01,Item #4184-BE Reference invoice #24055.,88000,,GOODS,-$490.92,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,08 01 01,4 port wall plate Alpine white,88000,,GOODS,-$486.19,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000023796,0,5/12/22,05 01 01,Facilities - PAC - Uniform for Staff,20000,,GOODS,-$482.63,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000023796,0,5/12/22,05 01 01,Facilities - PAC - Uniform for Staff,20000,,GOODS,-$482.63,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000026245,0,5/10/23,05 01 01,Facilities - PAC - Uniform for Staff,57800,,GOODS,-$482.63,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000026245,0,5/10/23,05 01 01,Facilities - PAC - Uniform for Staff,57800,,GOODS,-$482.63,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,67 01 01,line not used,88000,,GOODS,-$473.13,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026100,0,8/31/23,26 01 01,BroadcastVision AudioFetch Express,88000,,GOODS,-$473.13,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,05 01 01,CMS012018W,88000,,GOODS,-$472.55,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026233,0,5/11/23,13 01 01,Sales Tax,42500,,GOODS,-$469.15,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,26 01 01,Power Strip,88000,,GOODS,-$454.38,$0.00,$0.00,$0.00,
,SILENT SOUND SYSTEM,,,LRG,57500,0,2000027773,0,12/18/23,03 01 01,Discount,57800,,GOODS,-$448.09,$0.00,$0.00,$0.00,
,SANOFI PASTEUR INC,,,LRG,2422,0,2000027504,0,10/24/23,04 01 01,Credit for Returned Excise Tax,26900,,GOODS,-$446.80,$0.00,$0.00,$0.00,
OSB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000025490,0,2/2/23,09 01 01,Estimated Freight glass,57800,,GOODS,-$446.00,$0.00,$0.00,$0.00,
MB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000025490,0,2/2/23,09 01 01,Estimated Freight glass,57800,,GOODS,-$446.00,$0.00,$0.00,$0.00,
CAL,SIERRA SCH EQUIP  CO,,,LRG,3054,0,2000028298,0,3/12/24,01 01 01,Ready-Built II Metal Lockers,42500,,GOODS,-$442.82,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000024376,0,8/15/22,04 01 01,"NL17SG - Humanscale- Neatlink small- 17""",28700,,GOODS,-$422.14,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,21 01 01,Item #PS 1215C,88000,,GOODS,-$420.28,$0.00,$0.00,$0.00,
,VALMETAL TULARE INC,,,LRG,55767,0,2000028318,0,3/7/24,01 01 01,20-40-329 Pump Assy FLPD 15-18/3P60H 8x1,7000,,GOODS,-$420.14,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,04 01 01,Audio Fetch Express,88000,,GOODS,-$416.85,$0.00,$0.00,$0.00,
,NATIONAL SPORTS APPAREL L,,,LRG,55368,1,2000025316,1,12/22/22,01 01 01,AD506 Adidas Cardinals Dri-Line Crop Top,57800,,GOODS,-$411.84,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028304,0,3/7/24,21 01 01,VTC2460 - Verb; Table-Chevron 24W x 60L,42500,,GOODS,-$409.85,$0.00,$0.00,$0.00,
,FOLLETT HIGHER EDUCATION,,,LRG,42885,1,2000019681,1,1/28/20,01 01 01,Athletics blanket PO for textbooks Men's,57800,,GOODS,-$408.89,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000024487,0,9/7/22,01 01 02,Equipment 180-331,88000,,GOODS,-$399.04,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000018839,1,8/30/19,02 01 01,Screen printing and embroidery needs for,20000,,GOODS,-$396.56,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000018839,0,8/30/19,02 01 01,Screen printing and embroidery needs for,20000,,GOODS,-$396.56,$0.00,$0.00,$0.00,
,B&H PHOTO & VIDEO,,,LRG,976,0,2000028038,0,1/31/24,06 01 02,Tax,28545,,GOODS,-$394.11,$0.00,$0.00,$0.00,
OSB,"DON WOLF & ASSOC, INC","DON WOLF & ASSOCIATES, INC",SB(Micro),MB,16602,0,2000027595,0,11/1/23,01 01 01,TESTO 350 Turbine Kit Bluetooth printer,57800,,GOODS,-$392.53,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,22 01 01,UE24,49000,,GOODS,-$391.08,$0.00,$0.00,$0.00,
OSB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000025490,0,2/2/23,13 01 01,Estimated Freight mug,57800,,GOODS,-$389.00,$0.00,$0.00,$0.00,
MB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000025490,0,2/2/23,13 01 01,Estimated Freight mug,57800,,GOODS,-$389.00,$0.00,$0.00,$0.00,
,GLAXOSMITHKLINE FIN INC,,,LRG,7489,0,2000027565,0,10/31/23,04 01 01,Credit for Returned Excise Tax,26900,,GOODS,-$388.50,$0.00,$0.00,$0.00,
,"SHIMMER RESEARCH, INC",,,LRG,58029,0,2000028413,0,3/28/24,03 01 01,Educational Discount,49000,,GOODS,-$386.10,$0.00,$0.00,$0.00,
,TELEDYNE INSTRUMENTS INC,,,LRG,32470,0,2000027509,0,10/24/23,03 01 02,692203889 - RediSep Prep Preparative Gua,49000,,GOODS,-$382.97,$0.00,$0.00,$0.00,
,RAWLINGS SPORTING GOODS,,,LRG,4639,0,2000026867,0,7/26/23,03 01 01,Baseballs FSOLB,57800,,GOODS,-$376.88,$0.00,$0.00,$0.00,
CAL,FISHER SCIENTIFIC,,,LRG,127,0,2000026902,0,8/9/23,01 01 01,10451216 - Genpure Pro UV-TOC - Thermo S,49000,,GOODS,-$375.51,$0.00,$0.00,$0.00,
CAL,FISHER SCIENTIFIC,,,LRG,127,0,2000026902,0,8/9/23,01 01 02,10451216 - Genpure Pro UV-TOC - Thermo S,49000,,GOODS,-$375.51,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028274,0,3/6/24,05 01 01,GS BKM Furniture- Guardian Scholars - Bl,42500,,GOODS,-$372.71,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,17 01 01,Item #79-2577-01,88000,,GOODS,-$364.76,$0.00,$0.00,$0.00,
,DESIGN WITHIN REACH - INA,,,LRG,57012,0,2000026804,0,9/14/23,02 01 01,Shipping,96200,,GOODS,-$352.45,$0.00,$0.00,$0.00,
,SYDEX COMPUTER SYSTEMS-IN,,,LRG,45770,1,2000023089,1,2/25/22,02 01 01,Sydex College BATS Software FY 22-23 Eff,57800,,GOODS,-$350.00,$0.00,$0.00,$0.00,
,"SHIMMER RESEARCH, INC",,,LRG,58029,0,2000028413,0,3/28/24,01 01 01,Consensys GSR Dev Kit X 6 Shimmers Base6,49000,,GOODS,-$345.83,$0.00,$0.00,$0.00,
,OBSESSION ENT DBA EVO EVE,,,LRG,32613,0,2000026707,0,7/3/23,01 01 01,#1432 Tent drop-off and pick-up at 7 dif,96200,,GOODS,-$345.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000025237,1,12/15/22,01 01 01,Labor to perform a complete systems chec,96200,,GOODS,-$340.00,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000025877,0,3/24/23,02 01 01,Receive Deliver and Install,93900,,GOODS,-$337.84,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,45 01 01,Labor,88000,,GOODS,-$332.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,01 01 01,Apple TV 4K 32GB,88000,,GOODS,-$322.00,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028304,0,3/7/24,09 01 01,TS4TLP40 - Campfire; Big Table Power cut,42500,,GOODS,-$321.84,$0.00,$0.00,$0.00,
CAL,SIERRA SCH EQUIP  CO,,,LRG,3054,0,2000026950,0,8/9/23,02 01 02,9GL-TPR Rubber Glides: Set of four,42500,,GOODS,-$318.51,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027623,0,1/17/24,03 01 01,Receive Deliver and Install,96200,,GOODS,-$313.82,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,49 01 01,line not used,88000,,GOODS,-$313.31,$0.00,$0.00,$0.00,
,MADLAND TOYOTA,,,LRG,4492,1,2000026310,1,5/11/23,01 01 01,4 SOLID PNEUMATIC TIRES FOR FORKLIFT 140,57800,,GOODS,-$312.83,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,16 01 01,RBB48QTAK,49000,,GOODS,-$312.07,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028018,0,1/30/24,03 01 01,Freight Outdoor furniture  Quote 45949,96200,,GOODS,-$311.75,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,58 01 01,line not used,88000,,GOODS,-$308.34,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026100,0,8/31/23,31 01 01,EXTRON MPA 152 Plus,88000,,GOODS,-$308.34,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,0,11/14/23,08 01 01,Apple TV 4K 32GB,88000,,GOODS,-$303.29,$0.00,$0.00,$0.00,
,"CONTINENTAL RESOURCES, IN",,,LRG,47273,0,2000026676,0,7/6/23,04 01 01,EDU discount,49000,,GOODS,-$303.09,$0.00,$0.00,$0.00,
,DESIGN WITHIN REACH - INA,,,LRG,57012,0,2000026804,0,9/14/23,03 01 01,Sales Tax,96200,,GOODS,-$292.03,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,15 01 01,RBB36QTAK-2,49000,,GOODS,-$291.60,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028304,0,3/7/24,06 01 01,TS3HLM - Campfire; Seating-Half lounge M,42500,,GOODS,-$285.24,$0.00,$0.00,$0.00,
,NATIONAL SPORTS APPAREL L,,,LRG,55368,0,2000025316,0,12/22/22,02 01 01,AD526 Adidas Cardinals Dri-Line Skort -,57800,,GOODS,-$283.14,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,14 01 01,RBB30QTAK,49000,,GOODS,-$278.24,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,01 01 01,TS76636STF,49000,,GOODS,-$265.16,$0.00,$0.00,$0.00,
,MESSICK FARM EQUIPMENT IN,,,LRG,56848,0,2000026706,0,7/21/23,02 01 01,Direct Ship Fee and Shipping & Handling,96200,,GOODS,-$254.15,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026233,1,5/11/23,03 01 01,2 Box/1 File Cabinet,42500,,GOODS,-$254.03,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028018,0,1/30/24,01 01 01,Receive Deliver (labor) Outdoor furnitur,96200,,GOODS,-$245.00,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028304,0,3/7/24,07 01 01,TS30702 - Scoop; Stool Upholstered seat,42500,,GOODS,-$235.60,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028304,0,3/7/24,23 01 01,RDI - Receive Deliver and Install BKM,42500,,GOODS,-$235.00,$0.00,$0.00,$0.00,
CAL,POWER MACHINERY CENTER,,,LRG,32996,1,2000023960,1,6/7/22,01 01 01,Omnia Contract Delivery Fee,57800,,GOODS,-$230.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026100,0,8/31/23,25 01 01,APPLE Apple TV 4K 32GB,88000,,GOODS,-$226.91,$0.00,$0.00,$0.00,
,NATIONAL SPORTS APPAREL L,,,LRG,55368,0,2000025316,0,12/22/22,06 01 01,TWILL,57800,,GOODS,-$225.22,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,08 01 01,TS75430STF,49000,,GOODS,-$221.40,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,31 01 01,STP6aP,88000,,GOODS,-$219.76,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,27 01 01,PREVAILING WAGE,49000,,GOODS,-$217.18,$0.00,$0.00,$0.00,
,APEX ENGINEERING PRODUCTS,,,LRG,56273,1,2000026092,1,4/18/23,01 01 01,Cart Mounted Pipe Descaler - Model 10 CI,57800,,GOODS,-$209.57,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,25 01 01,CAT6-Patch,88000,,GOODS,-$197.59,$0.00,$0.00,$0.00,
,TENNIS WAREHOUSE,,,LRG,31861,1,2000016644,1,9/12/18,04 01 01,FY 22-23 Equipment,80500,,GOODS,-$196.75,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,21 01 01,USWS,49000,,GOODS,-$196.68,$0.00,$0.00,$0.00,
,"EKC ENTERPRISES, INC",,,LRG,49621,1,2000026342,1,5/12/23,04 01 01,CA state sales tax @ 7.25%,28700,,GOODS,-$195.90,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026729,0,7/18/23,02 01 01,DM7745 Classroom Refresh - 010 rooms 200,57800,,GOODS,-$193.27,$0.00,$0.00,$0.00,
,PACE SUPPLY CORP,,,LRG,46039,0,2000027866,0,12/19/23,04 01 01,Freight,96200,,GOODS,-$189.83,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,0,11/14/23,26 01 01,MPA 152 Plus,88000,,GOODS,-$185.63,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027585,0,1/17/24,03 01 01,Receive Deliver and Install,96200,,GOODS,-$175.97,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000022516,0,10/20/21,11 01 01,Change Order #4 per quote 44046 dated 4/,96200,,GOODS,-$173.14,$0.00,$0.00,$0.00,
,B&H PHOTO & VIDEO,,,LRG,976,0,2000028038,0,1/31/24,04 01 02,IKAN BARN DOORS f/ LYRA 1x2' SOFT LIGHT/,28545,,GOODS,-$171.23,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,50 01 01,line not used,88000,,GOODS,-$166.99,$0.00,$0.00,$0.00,
,LUMIBIRD INC.,,,LRG,57190,0,2000027421,0,10/20/23,11 01 01,Freight,28700,,GOODS,-$160.00,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,17 01 01,TS7BSWHC-3,49000,,GOODS,-$156.02,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,13 01 01,TS71836TB,49000,,GOODS,-$154.61,$0.00,$0.00,$0.00,
,NATIONAL SPORTS APPAREL L,,,LRG,55368,0,2000025316,0,12/22/22,01 01 01,AD506 Adidas Cardinals Dri-Line Crop Top,57800,,GOODS,-$153.12,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026603,0,6/20/23,04 01 01,Change Order #3 per quote 45059 dated 8/,96200,,GOODS,-$149.14,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028304,0,3/7/24,16 01 01,TS4TLP28 - Campfire; Big Table Power cut,42500,,GOODS,-$148.39,$0.00,$0.00,$0.00,
,VERITIV OPERATING COMPANY,,,LRG,40926,1,2000024883,1,10/25/22,01 01 01,16449 PAD P&G MR CLEAN MAGIC ERASER EXTR,48500,,GOODS,-$144.79,$0.00,$0.00,$0.00,
,"ALL-FILL,INC",,,LRG,56969,0,2000027055,0,8/18/23,02 01 01,Capacitance Level Control,32000,,GOODS,-$144.64,$0.00,$0.00,$0.00,
,B&H PHOTO & VIDEO,,,LRG,976,0,2000028038,0,1/31/24,05 01 01,ARRI MEGA-SWIVEL PIPE CLAMP w/BOLT/REG,28545,,GOODS,-$138.45,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026100,0,8/31/23,13 01 01,FSR WM-CP-BCK,88000,,GOODS,-$137.56,$0.00,$0.00,$0.00,
