Report ID:,CSUPO001,SLCMP - Cal Poly San Luis Obispo,Page No :,1,,,,,,,,,,
,3661,AMER EXPRESS CO,2000026842,7/25/23,05 01 01,FY 23-24 TAPS PARK HUB,94600,,0,75,0,0,1,2023
,3661,AMER EXPRESS CO,2000026842,7/25/23,05 01 01,FY 23-24 TAPS PARK HUB,94600,,0,150,0,0,12,2023
,3661,AMER EXPRESS CO,2000026842,7/25/23,06 01 01,FY 23-24 TAPS INFO/REC,94600,,0,300,0,0,1,2023
,3661,AMER EXPRESS CO,2000026842,7/25/23,06 01 01,FY 23-24 TAPS INFO/REC,94600,,0,300,0,0,6,2023
,3661,AMER EXPRESS CO,2000026842,7/25/23,07 01 01,FY 23-24 Health Center,94600,,0,50,0,0,1,2023
,3661,AMER EXPRESS CO,2000026842,7/25/23,08 01 01,	 FY 23-24  NSTP SLO DAYS MERCHANT FEES,94600,,0,"1,103.57",0,0,3,2023
,3661,AMER EXPRESS CO,2000026842,7/25/23,09 01 01,	 FY 23-24 NSTP WOW MERCHANT FEES MAY 20,94600,,0,"1,103.56",0,0,3,2023
NON/CAL/LOC,2224,AMER RED CROSS,2000022026,8/4/21,01 01 01,First Aid/CPR Certificates,96200,,0,"3,500.00",0,0,2,2023
,498,AMER SOC OF COMPOSERS (AS,2000027777,12/7/23,01 01 01,FY 2023-24 Annual License Fee,96200,,0,"11,689.39",0,0,6,2023
,52787,AMEREX INSTRUMENTS INC,2000027330,10/2/23,01 01 01,Project FN7439 - Incubators with 4 shelv,57800,,"35,472.94",0,0,0,4,2023
,52787,AMEREX INSTRUMENTS INC,2000027330,10/2/23,02 01 01,Project FN7439  Freight,96200,,0,"1,850.00",0,0,4,2023
,52787,AMEREX INSTRUMENTS INC,2000027798,1/3/24,01 01 01,Incubator,49000,,"3,547.30",0,0,0,7,2023
,52787,AMEREX INSTRUMENTS INC,2000027798,1/3/24,01 01 02,Incubator,49000,,"3,547.29",0,0,0,7,2023
,52787,AMEREX INSTRUMENTS INC,2000027798,1/3/24,02 01 01,Freight,96200,,0,185,0,0,7,2023
,52787,AMEREX INSTRUMENTS INC,2000027798,1/3/24,02 01 02,Freight,96200,,0,185,0,0,7,2023
,35500,AMERICAN ASSOC OF STATE C,2000024500,8/26/22,02 01 01,Onsite Retreat Facilitation Services.,91800,,0,"-3,000.00",0,0,8,2023
,35500,AMERICAN ASSOC OF STATE C,2000024500,8/26/22,03 01 01,Travel Related Expenses,91800,,0,-619.34,0,0,8,2023
,35500,AMERICAN ASSOC OF STATE C,2000024500,8/26/22,04 01 01,Follow-ups with A&F Leadership and Senio,91800,,0,-750,0,0,8,2023
,35500,AMERICAN ASSOC OF STATE C,2000026780,7/18/23,01 01 01,Facilitation of annual retreat for Presi,91800,,0,"12,000.00",0,0,1,2023
,35500,AMERICAN ASSOC OF STATE C,2000026780,7/18/23,02 01 01,Travel expenses as allowable by CSU Trav,91800,,0,"2,000.00",0,0,1,2023
,35500,AMERICAN ASSOC OF STATE C,2000027014,8/14/23,01 01 01,Consulting services by Dorothy Leland se,91800,,0,"15,750.00",0,0,2,2023
,35500,AMERICAN ASSOC OF STATE C,2000027602,11/2/23,01 01 01,Travel & Business Expenses,96200,,0,"5,000.00",0,0,5,2023
,35500,AMERICAN ASSOC OF STATE C,2000027602,11/2/23,02 01 01,Comprehensive Review,96200,,0,"23,625.00",0,0,5,2023
,35500,AMERICAN ASSOC OF STATE C,2000027602,11/2/23,02 01 01,Comprehensive Review,96200,,0,"7,875.00",0,0,6,2023
,35500,AMERICAN ASSOC OF STATE C,2000027602,11/2/23,03 01 01,360 Review Assessment,96200,,0,"3,300.00",0,0,5,2023
,35500,AMERICAN ASSOC OF STATE C,2000027602,11/2/23,03 01 01,360 Review Assessment,96200,,0,"1,100.00",0,0,6,2023
,35500,AMERICAN ASSOC OF STATE C,2000027602,11/2/23,04 01 01,Executive Coaching,96200,,0,"28,125.00",0,0,5,2023
,35500,AMERICAN ASSOC OF STATE C,2000027602,11/2/23,04 01 01,Executive Coaching,96200,,0,"9,375.00",0,0,6,2023
,35500,AMERICAN ASSOC OF STATE C,2000027602,11/2/23,05 01 01,Item Removed,96200,,0,"18,350.00",0,0,5,2023
,35500,AMERICAN ASSOC OF STATE C,2000027602,11/2/23,05 01 01,Item Removed,96200,,0,"-18,349.00",0,0,6,2023
NON,2183,AMERICAN CHEMICAL SOCIETY,2000027864,12/19/23,01 01 01,SciFinder Platform,52500,,"21,120.00",0,0,0,7,2023
,38841,AMERICAN COLLEGE HEALTH A,2000028349,3/15/24,01 01 01,ACHA-NCHA Survey Participant Fees,96200,,0,"5,500.00",0,0,9,2023
,38841,AMERICAN COLLEGE HEALTH A,2000028349,3/15/24,02 01 01,ACHA-NCHA Extra Custom Questions,96200,,0,"1,000.00",0,0,9,2023
,38841,AMERICAN COLLEGE HEALTH A,2000028349,3/15/24,03 01 01,Survey Customizations,96200,,0,300,0,0,9,2023
,34784,AMERICAN COLLEGE PERSONNE,2000026922,8/2/23,01 01 01,ACPA Membership 23/24 9/14/23 - 9/14/24,96200,,0,"8,000.00",0,0,2,2023
,43103,AMERICAN CONCRETE INSTITU,2000027403,10/17/23,01 01 01,Code books for students,78500,,"4,353.28",0,0,0,4,2023
,43103,AMERICAN CONCRETE INSTITU,2000027403,10/17/23,02 01 01,Shipping,78500,,160.88,0,0,0,4,2023
,49683,AMERICAN INSTIT OF AERO &,2000028473,4/8/24,01 01 01,Online archive perpetual access referenc,52500,,"10,630.00",0,0,0,10,2023
,49683,AMERICAN INSTIT OF AERO &,2000028473,4/8/24,02 01 01,Ebooks and electronic resources as liste,52500,,"32,960.00",0,0,0,10,2023
,45685,AMERICAN MODELING TEACHER,2000027036,8/21/23,01 01 01,Licensing Fees for Use of AMTA Modeling,92400,,0,"2,700.00",0,0,2,2023
,35111,AMERICAN PROFICIENCY INST,2000027496,10/24/23,01 01 01,2024 Renewal Order Proficiency,96200,,0,"4,459.00",0,0,4,2023
,35111,AMERICAN PROFICIENCY INST,2000027496,10/24/23,02 01 01,Renewal Order Previous year credit,96200,,0,-141.67,0,0,4,2023
,47717,AMERICAN SCIENTIFIC LIGHT,2000026863,7/26/23,01 01 01,LED Lights - HOR-15 WATT LED - 40K -120V,57800,,"4,182.75",0,0,0,2,2023
,47717,AMERICAN SCIENTIFIC LIGHT,2000026863,7/26/23,02 01 01,LED Lights - Freight,96200,,0,"1,500.00",0,0,2,2023
NA,13717,AMERISOURCE BERGEN DRUG C,2000005025,8/2/22,11 01 01,HEALTH SERVICES - FY 22/23 - MISCELLANEO,26900,,"57,000.00",0,0,0,10,2023
NA,13717,AMERISOURCE BERGEN DRUG C,2000005025,8/2/22,12 01 01,HEALTH SERVICES - FY 22/23 - MISCELLANEO,26900,,"40,000.00",0,0,0,11,2023
NA,13717,AMERISOURCE BERGEN DRUG C,2000027501,10/24/23,01 01 01,COVID Vaccine (No Cost to student),57800,,"28,750.00",0,0,0,4,2023
NA,13717,AMERISOURCE BERGEN DRUG C,2000027996,1/22/24,01 01 01,COVID Vaccine (No Cost to students),57800,,"14,949.00",0,0,0,7,2023
,43981,AMF MEDIA GROUP,2000023969,6/8/22,04 01 01,Public relations and consulting services,91500,,0,0,0,"10,000.00",3,2023
,50065,"AMG & ASSOCIATES, INC.",2000021385,10/18/21,07 01 01,SP6363 CRANDALL GYM CCO5- (Extra $279017,96200,,0,"279,017.00",0,0,1,2023
,50065,"AMG & ASSOCIATES, INC.",2000023354,2/13/24,02 01 01,MJ0085 Tech Park Phase 2 - Design-Build,96200,,0,"-3,869,240.98",0,0,8,2023
,50065,"AMG & ASSOCIATES, INC.",2000023354,2/13/24,05 01 01,MJ0085 Tech Park Ph 2 - Design Build CCO,96200,,0,"95,694.05",0,0,6,2023
,50065,"AMG & ASSOCIATES, INC.",2000023354,2/13/24,06 01 01,MJ0085 Tech Park Ph 2 Design-Build credi,96200,,0,"-4,839.30",0,0,6,2023
,50065,"AMG & ASSOCIATES, INC.",2000023354,2/13/24,07 01 01,Internal cfs change - MJ0085 TECH PARK P,96200,,0,"3,869,240.98",0,0,8,2023
,50065,"AMG & ASSOCIATES, INC.",2000023354,2/13/24,08 01 01,MJ0085 Tech Park Ph 2 - Design Build CCO,96200,,0,"60,328.07",0,0,9,2023
,50065,"AMG & ASSOCIATES, INC.",2000023354,2/13/24,09 01 01,MJ0085 Tech Park Ph 2 - Design Build CCO,96200,,0,"-56,808.58",0,0,9,2023
,41713,"ANDRADE,CLAYTON -WTHD",2000028313,3/11/24,01 01 01,Concert Artist for Poly Royal Rodeo Apri,3700,,"15,000.00",0,0,0,9,2023
,30251,ANIXTER INC,2000026947,8/8/23,01 01 01,CL290B T Handle Cylinders With Steel Spr,57800,,"6,582.47",0,0,0,2,2023
,30251,ANIXTER INC,2000026947,8/8/23,02 01 01,KS-B BA77DD Master Cut Keys,57800,,80.44,0,0,0,2,2023
,30251,ANIXTER INC,2000026947,8/8/23,03 01 01,OU-4200 CFQ/T-Handle Assy,57800,,"4,155.94",0,0,0,2,2023
,30251,ANIXTER INC,2000027163,9/6/23,01 01 01,Field Service - emergency repair for Mus,96200,,0,"6,810.38",0,0,3,2023
,16096,ANSYS INC,2000026802,7/20/23,01 01 01,Ansys GRANTA EduPack (125) - Lease Dates,20800,,0,0,0,"12,877.50",1,2023
,53344,ANTHONY JAMES PARTNERS LL,2000021353,4/9/21,02 01 01,New line to adjust change in CFS,57800,,"-30,629.00",0,0,0,6,2023
,56273,APEX ENGINEERING PRODUCTS,2000026092,4/18/23,01 01 01,Cart Mounted Pipe Descaler - Model 10 CI,57800,,-209.57,0,0,0,9,2023
,33329,"APP,BRITTANY DBA APPS PHO",2000027196,9/7/23,01 01 01,Photography Services,96200,,0,980,0,0,3,2023
,33329,"APP,BRITTANY DBA APPS PHO",2000027196,9/7/23,01 01 01,Photography Services,96200,,0,-105,0,0,12,2023
,33329,"APP,BRITTANY DBA APPS PHO",2000027196,9/7/23,02 01 01,Voiceover Services,96200,,0,300,0,0,3,2023
,33329,"APP,BRITTANY DBA APPS PHO",2000027196,9/7/23,03 01 01,Tax,96200,,0,9.19,0,0,3,2023
,33329,"APP,BRITTANY DBA APPS PHO",2000027196,9/7/23,03 01 01,Tax,96200,,0,-1.53,0,0,12,2023
,33329,"APP,BRITTANY DBA APPS PHO",2000027739,12/12/23,01 01 01,Photography Services,96200,,0,"3,000.00",0,0,6,2023
,33329,"APP,BRITTANY DBA APPS PHO",2000028340,3/7/24,01 01 01,Photography Services,96200,,0,980,0,0,9,2023
,33329,"APP,BRITTANY DBA APPS PHO",2000028340,3/7/24,02 01 01,Voiceover Services,96200,,0,100,0,0,9,2023
,33329,"APP,BRITTANY DBA APPS PHO",2000028340,3/7/24,03 01 01,Sales Tax,96200,,0,9.19,0,0,9,2023
OSB,4681,APPL TECH,2000028045,1/29/24,03 01 01,RADIO; UHF (380-470MHZ) 5W NXDN CONVENTI,72500,,0,0,0,"3,490.24",7,2023
OSB,4681,APPL TECH,2000028045,1/29/24,04 01 01,ELECTRONIC LICENSE KEY FOR P25 CONVENTIO,72500,,0,0,0,"2,012.50",7,2023
OSB,4681,APPL TECH,2000028045,1/29/24,05 01 01,UHF ANTENNA 440-490MHz,72500,,0,0,0,69.44,7,2023
OSB,4681,APPL TECH,2000028045,1/29/24,06 01 01,BATTERY LI-ION 3400MAH (HIGH CAPACITY),72500,,0,0,0,760.13,7,2023
OSB,4681,APPL TECH,2000028045,1/29/24,07 01 01,RAPID RATE CHARGER,72500,,0,0,0,338.59,7,2023
OSB,4681,APPL TECH,2000028045,1/29/24,08 01 01,SPEAKER MIC; MIL-STD NOISE CANCELING 2 P,72500,,0,0,0,423.05,7,2023
OSB,4681,APPL TECH,2000028045,1/29/24,09 01 01,AES & DES Encryption  Module (multi-key),72500,,0,0,0,"2,329.20",7,2023
OSB,4681,APPL TECH,2000028045,1/29/24,10 01 01,FREIGHT CHARGES,96200,,0,95,0,0,7,2023
OSB,4681,APPL TECH,2000028052,2/2/24,02 01 01,Radio; UHF (400-520MHZ) PORTABLE 5W 512C,72500,,0,0,0,"1,086.34",8,2023
OSB,4681,APPL TECH,2000028052,2/2/24,02 01 01,Radio; UHF (400-520MHZ) PORTABLE 5W 512C,72500,,0,0,0,-0.01,12,2023
OSB,4681,APPL TECH,2000028052,2/2/24,03 01 01,UHF WHIP ATENNA 440-490MHz,72500,,0,0,0,27.78,8,2023
OSB,4681,APPL TECH,2000028052,2/2/24,04 01 01,BATTERY; 2860MAH LI-ION IP67 BEST FOR TR,72500,,0,0,0,222.67,8,2023
OSB,4681,APPL TECH,2000028052,2/2/24,05 01 01,110 RAPID RATE CHARGER,72500,,0,0,0,105.11,8,2023
OSB,4681,APPL TECH,2000028052,2/2/24,06 01 01,SPEAKER MIC; MIL-STD NOISE-CANCELING 2 P,72500,,0,0,0,169.22,8,2023
OSB,4681,APPL TECH,2000028052,2/2/24,07 01 01,License Key for KPG-D3NK - (requires KPT,72500,,0,0,0,108.5,8,2023
OSB,4681,APPL TECH,2000028052,2/2/24,08 01 01,FREIGHT CHARGES,72500,,0,0,0,35,8,2023
OSB,4681,APPL TECH,2000028067,1/30/24,02 01 01,IP Networking Satellite Item Number: TBA,45000,,"2,070.81",0,0,0,7,2023
OSB,4681,APPL TECH,2000028067,1/30/24,03 01 01,POWER MANAGEMENT SYSTEM; ACDC48VOLT W/AU,45000,,"4,532.36",0,0,0,7,2023
OSB,4681,APPL TECH,2000028067,1/30/24,04 01 01,Estimated Freight charges,45000,,95,0,0,0,7,2023
OSB,4681,APPL TECH,2000028067,1/30/24,05 01 01,CA State Sales Tax @ 7.25%,45000,,328.6,0,0,0,7,2023
,43107,"APPLE, INC.",2000028024,1/30/24,01 01 01,Mac Studio: Apple M2 Ultra,20400,,0,0,0,"4,319.00",7,2023
,43107,"APPLE, INC.",2000028024,1/30/24,01 01 01,Mac Studio: Apple M2 Ultra,20400,,0,0,0,"-4,319.00",12,2023
,43107,"APPLE, INC.",2000028024,1/30/24,02 01 01,3-Year AppleCare+ for Schools - Mac Stud,20400,,0,0,0,119,7,2023
,43107,"APPLE, INC.",2000028024,1/30/24,02 01 01,3-Year AppleCare+ for Schools - Mac Stud,20400,,0,0,0,-119,12,2023
,43107,"APPLE, INC.",2000028024,1/30/24,03 01 01,Apple Studio Display - Standard Glass -,20400,,0,0,0,"1,899.00",7,2023
,43107,"APPLE, INC.",2000028024,1/30/24,03 01 01,Apple Studio Display - Standard Glass -,20400,,0,0,0,"-1,899.00",12,2023
,43107,"APPLE, INC.",2000028024,1/30/24,04 01 01,AppleCare+ for Apple Studio Display,20400,,0,0,0,119,7,2023
,43107,"APPLE, INC.",2000028024,1/30/24,04 01 01,AppleCare+ for Apple Studio Display,20400,,0,0,0,-119,12,2023
,43107,"APPLE, INC.",2000028024,1/30/24,05 01 01,Estimated Tax (please note can be additi,20400,,0,0,0,450.81,7,2023
,43107,"APPLE, INC.",2000028024,1/30/24,05 01 01,Estimated Tax (please note can be additi,20400,,0,0,0,-450.81,12,2023
,43107,"APPLE, INC.",2000028024,1/30/24,06 01 01,eWaste Fee/Recycling Fee,20400,,0,0,0,5,7,2023
,43107,"APPLE, INC.",2000028024,1/30/24,06 01 01,eWaste Fee/Recycling Fee,20400,,0,0,0,-5,12,2023
OSB,76,AQUA SYSTEMS  INC,2000020532,8/25/20,01 01 01,Aqua Systems: Detergent Bleach Softener,96100,,0,"-5,362.50",0,0,7,2023
,46343,"AQUATIC DESIGN GROUP, INC",2000027212,9/14/23,01 01 01,PJ7844 Consulting Design Services -BLD 4,96200,,0,"33,500.00",0,0,3,2023
,46343,"AQUATIC DESIGN GROUP, INC",2000027212,9/14/23,02 01 01,PJ7844 Reimbursable Expenses -BLD 43 pro,96200,,0,"2,000.00",0,0,3,2023
,54371,"ARCOS LEARNING ABROAD, LL",2000028321,4/16/24,01 01 01,Vendor services for: Student & faculty l,96200,,0,"61,760.00",0,0,10,2023
,54371,"ARCOS LEARNING ABROAD, LL",2000028321,4/16/24,01 01 01,Vendor services for: Student & faculty l,96200,,0,"3,880.00",0,0,11,2023
,20408,AROQ LTD,2000027846,12/20/23,01 01 01,Annual Subscription Just Drinks,52500,,"3,078.00",0,0,0,6,2023
OSB,7514,ASAP MOVERS INC,2000026776,7/18/23,01 01 01,Transport of FB team equipment @ Portlan,96200,,0,"8,500.00",0,0,1,2023
OSB,7514,ASAP MOVERS INC,2000026776,7/18/23,02 01 01,Transport of FB team equipment @ Montana,96200,,0,"13,500.00",0,0,1,2023
OSB,7514,ASAP MOVERS INC,2000026776,7/18/23,03 01 01,Transport of FB team equipment @ Eastern,96200,,0,"11,500.00",0,0,1,2023
OSB,7514,ASAP MOVERS INC,2000026776,7/18/23,03 01 01,Transport of FB team equipment @ Eastern,96200,,0,"3,620.00",0,0,5,2023
OSB,7514,ASAP MOVERS INC,2000026847,7/24/23,01 01 01,Move services at south mountain halls to,96200,,0,"6,777.00",0,0,2,2023
OSB,7514,ASAP MOVERS INC,2000027242,9/13/23,01 01 01,SP6397  Kennedy Library Transformation -,96200,,0,"17,622.00",0,0,3,2023
OSB,7514,ASAP MOVERS INC,2000027242,9/13/23,02 01 01,SP6397  Kennedy Library Transformation -,96200,,0,"3,800.00",0,0,3,2023
OSB,7514,ASAP MOVERS INC,2000027957,1/29/24,01 01 01,SP6397 Kennedy Library Renovations - Mov,96200,,0,"3,273.25",0,0,7,2023
,45936,"ASCENT ENVIRONMENTAL, INC",2000020656,3/10/23,08 01 01,WA #06 (1) Project Changes (2) Final EIR,96200,,0,"211,110.00",0,0,5,2023
,45936,"ASCENT ENVIRONMENTAL, INC",2000020656,3/10/23,09 01 01,WA #07 (1) additional services tasks 13-,96200,,0,"135,825.00",0,0,12,2023
,45936,"ASCENT ENVIRONMENTAL, INC",2000020656,3/10/23,10 01 01,WA #07 Reimbursables,96200,,0,100,0,0,12,2023
,45936,"ASCENT ENVIRONMENTAL, INC",2000024897,10/31/22,01 01 01,MJ0093 FOOTBALL CLUBHOUSE   Review proje,96200,,0,"-12,070.00",0,0,1,2023
,45936,"ASCENT ENVIRONMENTAL, INC",2000024897,10/31/22,02 01 01,Fund Change for Line One-Remaining Balan,96200,,0,"12,070.00",0,0,1,2023
,45936,"ASCENT ENVIRONMENTAL, INC",2000024897,10/31/22,02 01 01,Fund Change for Line One-Remaining Balan,96200,,0,-891.25,0,0,12,2023
,45936,"ASCENT ENVIRONMENTAL, INC",2000027278,9/19/23,01 01 01,FR7711 Permitting Support for Emergency,96200,,0,"40,419.00",0,0,3,2023
,45936,"ASCENT ENVIRONMENTAL, INC",2000027748,12/7/23,01 01 01,MJ0071 Plant Sciences 017-0 - Riparian V,96200,,0,"4,045.00",0,0,6,2023
,15285,ASM INTERNATIONAL,2000028377,3/21/24,01 01 01,3-year License Renewal of Materials Geno,20800,,0,0,0,"9,788.00",9,2023
,15285,ASM INTERNATIONAL,2000028377,3/21/24,01 01 02,3-year License Renewal of Materials Geno,20800,,0,0,0,212,9,2023
,55430,ASSOCIATED PACIFIC CONSTR,2000024713,10/21/22,02 01 01,Labor/equipment/supervision for replacem,96200,,0,"-11,500.00",0,0,9,2023
,56389,ASSOCIATED TRAFFIC SAFETY,2000026048,5/12/23,06 01 01,Shipping,96200,,0,-250,0,0,12,2023
,41295,ASSOCIATION OF PUBLIC & L,2000028227,2/29/24,01 01 01,Association of Public and Land Grant Uni,96200,,0,"36,591.31",0,0,8,2023
,9013,ASSOCIATION OF RESEARCH L,2000027639,11/8/23,01 01 01,23-24 Membership,52500,,"8,660.00",0,0,0,5,2023
,19404,ATD WINDOW TINTING,2000027121,9/14/23,01 01 01,MJ0086 Chumash Renovation (LUMP SUM) Win,96200,,0,"39,491.00",0,0,3,2023
,53834,"ATHENA PARENT, INC. DBA A",2000022696,12/22/21,06 01 01,FY 23/24 Annual Recurring Fee (Third Fin,20900,,0,0,0,"29,882.14",5,2023
,18912,ATLASSIAN PTY LTD,2000027287,9/19/23,01 01 01,Confluence Cloud Premium Academic 300 Us,96200,,0,"6,400.00",0,0,3,2023
,18912,ATLASSIAN PTY LTD,2000027287,9/19/23,02 01 01,Gliffy Diagrams for Confluence Cloud Aca,96200,,0,"2,112.50",0,0,3,2023
,18912,ATLASSIAN PTY LTD,2000027287,9/19/23,03 01 01,Linking for Confluence Cloud Academic 30,96200,,0,276.25,0,0,3,2023
,18912,ATLASSIAN PTY LTD,2000027287,9/19/23,04 01 01,Table Filter & Charts for Confluence Clo,96200,,0,472.5,0,0,3,2023
,18912,ATLASSIAN PTY LTD,2000027287,9/19/23,05 01 01,PlantUML Diagrams for Confluence Cloud A,96200,,0,225,0,0,3,2023
,18912,ATLASSIAN PTY LTD,2000027287,9/19/23,06 01 01,Jira Service Mgmt Cloud Premium Academic,96200,,0,"43,208.60",0,0,3,2023
,18912,ATLASSIAN PTY LTD,2000027287,9/19/23,07 01 01,Jira Software (Cloud) Premium (Academic),96200,,0,"18,042.00",0,0,3,2023
,18912,ATLASSIAN PTY LTD,2000027287,9/19/23,08 01 01,Confluence (Cloud) Premium (Academic) 15,96200,,0,419.5,0,0,3,2023
,18912,ATLASSIAN PTY LTD,2000027287,9/19/23,09 01 01,External Data for Jira Fields Cloud for,96200,,0,"1,007.00",0,0,3,2023
,18912,ATLASSIAN PTY LTD,2000027287,9/19/23,10 01 01,Asset Mgmt for Jira - IT Assets & Licens,96200,,0,"2,669.00",0,0,3,2023
,18912,ATLASSIAN PTY LTD,2000027665,11/14/23,01 01 01,External Data for Jira Fields Cloud - Ji,96200,,0,165.49,0,0,5,2023
,18912,ATLASSIAN PTY LTD,2000027665,11/14/23,02 01 01,Asset Mgmt for Jira - IT Assets & Lic Mg,96200,,0,445.67,0,0,5,2023
,18912,ATLASSIAN PTY LTD,2000027665,11/14/23,03 01 01,Jira Software Cloud Premium Academic 400,96200,,0,"3,561.21",0,0,5,2023
,18912,ATLASSIAN PTY LTD,2000027665,11/14/23,04 01 01,Table Filter & Charts for Confluence Clo,96200,,0,153.74,0,0,5,2023
,18912,ATLASSIAN PTY LTD,2000027665,11/14/23,05 01 01,PlantUML Diagrams for Confluence Cloud -,96200,,0,24.78,0,0,5,2023
,18912,ATLASSIAN PTY LTD,2000027665,11/14/23,06 01 01,Gliffy Diagrams for Confluence Cloud for,96200,,0,219.16,0,0,5,2023
,18912,ATLASSIAN PTY LTD,2000027665,11/14/23,07 01 01,Linking for Confluence Cloud for Conflue,96200,,0,30.07,0,0,5,2023
,18912,ATLASSIAN PTY LTD,2000027665,11/14/23,08 01 01,Confluence Cloud Premium Academic 400 Us,96200,,0,"1,867.88",0,0,5,2023
,18912,ATLASSIAN PTY LTD,2000028307,3/8/24,01 01 01,Jira Service Mgmt (Cloud) Standard (Acad,96200,,0,"1,650.00",0,0,9,2023
,18912,ATLASSIAN PTY LTD,2000028307,3/8/24,02 01 01,Confluence (Cloud) Standard (Academic) 1,96200,,0,225,0,0,9,2023
,18912,ATLASSIAN PTY LTD,2000028307,3/8/24,03 01 01,External Data for Jira Fields Cloud for,96200,,0,64.5,0,0,9,2023
,18912,ATLASSIAN PTY LTD,2000028307,3/8/24,04 01 01,Asset Mgmt for Jira - IT Assets & Licens,96200,,0,187.5,0,0,9,2023
,18912,ATLASSIAN PTY LTD,2000028307,3/8/24,05 01 01,Jira Software (Cloud) Standard (Academic,96200,,0,625,0,0,9,2023
,18912,ATLASSIAN PTY LTD,2000028307,3/8/24,06 01 01,ScriptRunner for Jira Cloud for Jira Wor,96200,,0,187.5,0,0,9,2023
,18912,ATLASSIAN PTY LTD,2000028307,3/8/24,07 01 01,ScriptRunner for Jira Cloud for Jira Wor,96200,,0,"1,387.00",0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000024294,8/3/22,01 01 01,Grand Total per attached proposal includ,96200,,0,"1,231.06",0,0,1,2023
OSB,34932,"A-TOWN AV, INC.",2000024487,9/7/22,01 01 01,Equipment 180-331,88000,,"-1,218.12",0,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000024487,9/7/22,01 01 02,Equipment 180-331,88000,,-399.04,0,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000024487,9/7/22,02 01 01,Labor 180-331,96200,,0,235.04,0,0,4,2023
OSB,34932,"A-TOWN AV, INC.",2000024487,9/7/22,02 01 02,Labor 180-331,96200,,0,70.21,0,0,4,2023
OSB,34932,"A-TOWN AV, INC.",2000024487,9/7/22,03 01 01,Sales Tax,88000,,-90.28,0,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000024487,9/7/22,03 01 02,Sales Tax,88000,,-26.96,0,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000024488,9/7/22,01 01 01,Equipment 53-110,88000,,"-1,516.08",0,0,0,4,2023
OSB,34932,"A-TOWN AV, INC.",2000024488,9/7/22,02 01 01,Labor 53-110,96200,,0,26.4,0,0,4,2023
OSB,34932,"A-TOWN AV, INC.",2000024488,9/7/22,03 01 01,Sales Tax,88000,,-109.91,0,0,0,4,2023
OSB,34932,"A-TOWN AV, INC.",2000024498,9/7/22,01 01 01,AV Equipment for 53-115,88000,,-502.28,0,0,0,7,2023
OSB,34932,"A-TOWN AV, INC.",2000024498,9/7/22,02 01 01,AV Labor for 53-115,96200,,0,315.15,0,0,4,2023
OSB,34932,"A-TOWN AV, INC.",2000024498,9/7/22,03 01 01,Sales Tax,88000,,-36.41,0,0,0,7,2023
OSB,34932,"A-TOWN AV, INC.",2000025237,12/15/22,01 01 01,Labor to perform a complete systems chec,96200,,0,-340,0,0,6,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,01 01 01,Apple TV 4K 32GB,88000,,510.42,0,0,0,5,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,01 01 01,Apple TV 4K 32GB,88000,,-322,0,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,02 01 01,Backer board,88000,,7.86,0,0,0,5,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,02 01 01,Backer board,88000,,43.42,0,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,03 01 01,shipping cost,88000,,"2,614.22",0,0,0,5,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,03 01 01,shipping cost,88000,,"-2,103.80",0,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,04 01 01,AudioFetch Express,88000,,441.15,0,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,05 01 01,CMS012018W,88000,,628.55,0,0,0,5,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,05 01 01,CMS012018W,88000,,-472.55,0,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,06 01 01,RPMA1W,88000,,48.35,0,0,0,5,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,06 01 01,RPMA1W,88000,,303.65,0,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,07 01 01,1 Port Faceplate Alpine white,88000,,40.53,0,0,0,5,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,07 01 01,1 Port Faceplate Alpine white,88000,,-34.05,0,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,08 01 01,4 port wall plate Alpine white,88000,,491.71,0,0,0,5,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,08 01 01,4 port wall plate Alpine white,88000,,-486.19,0,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000026095,11/14/23,09 01 01,CAT6 Keystone-Alpine White,88000,,128.27,0,0,0,5,2023
